de_caseid,de_seqno,de_document_num,dp_seqno,de_date_filed,dt_text
43705,456,,457,2021-04-09,"Motions Taken Under Advisement: [82]  Letter to Judge Crocker re: Plaintiffs&#039; Motion to Compel.           (jef),(ps)"
46800,41,,42,2021-04-09,"Motions Taken Under Advisement: [2]   Motion for Leave to Proceed in forma pauperis.           (lam),(ps)"
45632,101,,102,2021-04-09,"Motions Taken Under Advisement: [26]    Motion for Extension of Deadlines Pending Court&#039;s Ruling on Motion to Dismiss    <i></i>.           (jef),(ps)"
45076,150,,151,2021-04-09,"Motions Taken Under Advisement: [26]    MOTION FOR SUMMARY JUDGMENT <i>for Failure to Exhaust Administrative Remedies: No Brief in Opposition filed by the 03/15/2021 Deadline.          (jef),(ps)"
40884,997,,998,2021-04-09,"Motions Taken Under Advisement: [227]  Response  to  [222] Order.           (jef),(ps)"
40884,1000,,1001,2021-04-09,"Motions Taken Under Advisement: [224]  Motion for a Temporary Restraining Order and Preliminary Injunction and Stop Interfering with Plaintiff Mail Period, [226]   Motion for Temporary Restraining Order/Preminary.           (jef),(ps)"
47266,69,,70,2021-04-09,"Motions Taken Under Advisement: [3]   Motion for Temporary Restraining Order.           (jef),(ps)"
44236,503,,504,2021-04-12,"Motions Taken Under Advisement: [114]  Motion to Unseal Defendant&#039;s  [76]   Exhibit 1008 - Risk Assessment Report.           (aom),(ps)"
43656,282,,283,2021-04-12,"Motions Taken Under Advisement: [77]   Motion for Leave to Proceed in forma pauperis on Appeal.           (jef),(ps)"
47469,18,,19,2021-04-12,"Motions Taken Under Advisement: [2]   Motion for Leave to Proceed in forma pauperis.           (aom),(ps)"
41058,452,,453,2021-04-12,"Motions Taken Under Advisement: (148 in 3:16-cv-00826-jdp, 125 in 3:17-cv-00513-jdp, 141 in 3:16-cv-00745-jdp, 127 in 3:17-cv-00957-jdp, 127 in 3:17-cv-00611-jdp, 130 in 3:17-cv-00843-jdp, 219 in 3:16-cv-00406-jdp, 124 in 3:17-cv-00946-jdp)   Motion "
41058,452,,453,2021-04-12,"to opposing expert Franzlau&#039;s report and motion for appointment of new counsel.           Associated Cases: 3:17-cv-00957-jdp et al. (jef),(ps)"
38547,859,,860,2021-04-12,"Motions Taken Under Advisement: (148 in 3:16-cv-00826-jdp, 125 in 3:17-cv-00513-jdp, 141 in 3:16-cv-00745-jdp, 127 in 3:17-cv-00957-jdp, 127 in 3:17-cv-00611-jdp, 130 in 3:17-cv-00843-jdp, 219 in 3:16-cv-00406-jdp, 124 in 3:17-cv-00946-jdp)   Motion "
38547,859,,860,2021-04-12,"to opposing expert Franzlau&#039;s report and motion for appointment of new counsel.           Associated Cases: 3:17-cv-00957-jdp et al. (jef),(ps)"
39282,544,,545,2021-04-12,"Motions Taken Under Advisement: (148 in 3:16-cv-00826-jdp, 125 in 3:17-cv-00513-jdp, 141 in 3:16-cv-00745-jdp, 127 in 3:17-cv-00957-jdp, 127 in 3:17-cv-00611-jdp, 130 in 3:17-cv-00843-jdp, 219 in 3:16-cv-00406-jdp, 124 in 3:17-cv-00946-jdp)   Motion "
39282,544,,545,2021-04-12,"to opposing expert Franzlau&#039;s report and motion for appointment of new counsel.           Associated Cases: 3:17-cv-00957-jdp et al. (jef),(ps)"
39162,487,,488,2021-04-12,"Motions Taken Under Advisement: (148 in 3:16-cv-00826-jdp, 125 in 3:17-cv-00513-jdp, 141 in 3:16-cv-00745-jdp, 127 in 3:17-cv-00957-jdp, 127 in 3:17-cv-00611-jdp, 130 in 3:17-cv-00843-jdp, 219 in 3:16-cv-00406-jdp, 124 in 3:17-cv-00946-jdp)   Motion "
39162,487,,488,2021-04-12,"to opposing expert Franzlau&#039;s report and motion for appointment of new counsel.           Associated Cases: 3:17-cv-00957-jdp et al. (jef),(ps)"
41041,446,,447,2021-04-12,"Motions Taken Under Advisement: (148 in 3:16-cv-00826-jdp, 125 in 3:17-cv-00513-jdp, 141 in 3:16-cv-00745-jdp, 127 in 3:17-cv-00957-jdp, 127 in 3:17-cv-00611-jdp, 130 in 3:17-cv-00843-jdp, 219 in 3:16-cv-00406-jdp, 124 in 3:17-cv-00946-jdp)   Motion "
41041,446,,447,2021-04-12,"to opposing expert Franzlau&#039;s report and motion for appointment of new counsel.           Associated Cases: 3:17-cv-00957-jdp et al. (jef),(ps)"
40854,447,,448,2021-04-12,"Motions Taken Under Advisement: (148 in 3:16-cv-00826-jdp, 125 in 3:17-cv-00513-jdp, 141 in 3:16-cv-00745-jdp, 127 in 3:17-cv-00957-jdp, 127 in 3:17-cv-00611-jdp, 130 in 3:17-cv-00843-jdp, 219 in 3:16-cv-00406-jdp, 124 in 3:17-cv-00946-jdp)   Motion "
40854,447,,448,2021-04-12,"to opposing expert Franzlau&#039;s report and motion for appointment of new counsel.           Associated Cases: 3:17-cv-00957-jdp et al. (jef),(ps)"
40436,459,,460,2021-04-12,"Motions Taken Under Advisement: (148 in 3:16-cv-00826-jdp, 125 in 3:17-cv-00513-jdp, 141 in 3:16-cv-00745-jdp, 127 in 3:17-cv-00957-jdp, 127 in 3:17-cv-00611-jdp, 130 in 3:17-cv-00843-jdp, 219 in 3:16-cv-00406-jdp, 124 in 3:17-cv-00946-jdp)   Motion "
40436,459,,460,2021-04-12,"to opposing expert Franzlau&#039;s report and motion for appointment of new counsel.           Associated Cases: 3:17-cv-00957-jdp et al. (jef),(ps)"
40278,434,,435,2021-04-12,"Motions Taken Under Advisement: (148 in 3:16-cv-00826-jdp, 125 in 3:17-cv-00513-jdp, 141 in 3:16-cv-00745-jdp, 127 in 3:17-cv-00957-jdp, 127 in 3:17-cv-00611-jdp, 130 in 3:17-cv-00843-jdp, 219 in 3:16-cv-00406-jdp, 124 in 3:17-cv-00946-jdp)   Motion "
40278,434,,435,2021-04-12,"to opposing expert Franzlau&#039;s report and motion for appointment of new counsel.           Associated Cases: 3:17-cv-00957-jdp et al. (jef),(ps)"
42550,79,,80,2021-04-12,"Motions Taken Under Advisement: [19]   Motion for Reconsideration   re [18]  Order.           (jef),(ps)"
39945,367,,368,2021-04-12,"Motions Taken Under Advisement: [89]   Motion for regarding the sufficiency of an answer or objection.           (jef),(ps)"
47370,38,,39,2021-04-12,Motions Taken Under Advisement: [5]  ORDER Regarding Jurisdiction.           (kwf)
46580,120,,121,2021-04-13,"Motions Taken Under Advisement: [29]  Motion for Preliminary Injunctive Relief to not be housed at Sawyer County Jail.           (jef),(ps)"
46414,513,,514,2021-04-13,Motions Taken Under Advisement: [195]  Corrected  Motion to Seal <i></i>.           (rks)
45104,676,,677,2021-04-13,"Motions Taken Under Advisement: [159]   Motion for Order and Motion for Recruitment of Counsel.           (jef),(ps)"
42389,181,,182,2021-04-13,"Motions Taken Under Advisement: [48]    Motion to Join <i></i>  [45]    Motion to Compel <i>or Dismiss under Rule 37(b) & 41(b)</i>.           (jef),(ps)"
46834,98,,99,2021-04-14,Motions Taken Under Advisement: [25]  Unopposed  Motion to Amend  [13]  Amended Complaint   <i>and Amend the Schedule</i>.           (rks)
44660,444,,445,2021-04-14,Motions Taken Under Advisement: [119]   Motion to Unseal Document.           (rks)
41238,614,,615,2021-04-14,"Motions Taken Under Advisement: [158]   Response to [157]  Text Only Order.           (aom),(ps)"
41238,619,,620,2021-04-14,"Motions Taken Under Advisement: [159]   Motion to Withdraw.           (aom),(ps)"
45625,172,,173,2021-04-14,"Motions Taken Under Advisement: [42]   Motion for Extension of Time.           (jef),(ps)"
45633,104,,105,2021-04-15,Motions Taken Under Advisement: [30]  Unopposed  Motion for Extension of Time <i>to File Brief in Opposition to Motion for Judgment on the Pleadings</i>.           (rks)
40167,205,,206,2021-04-15,"Motions Taken Under Advisement: (52 in 3:17-cv-00524-wmc)  Motion to File an Amended Complaint, (51 in 3:17-cv-00524-wmc, 65 in 3:17-cv-00454-wmc)   Motion for Reconsideration   re (50 in 3:17-cv-00524-wmc)  Judgment, (49 in 3:17-cv-00524-wmc, 63 in "
40167,205,,206,2021-04-15,"3:17-cv-00454-wmc)  Order, (64 in 3:17-cv-00454-wmc)  Judgment, (66 in 3:17-cv-00454-wmc)  Motion to File an Amended Complaint.           (aom),(ps)"
40288,183,,184,2021-04-15,"Motions Taken Under Advisement: (52 in 3:17-cv-00524-wmc)  Motion to File an Amended Complaint, (51 in 3:17-cv-00524-wmc, 65 in 3:17-cv-00454-wmc)   Motion for Reconsideration   re (50 in 3:17-cv-00524-wmc)  Judgment, (49 in 3:17-cv-00524-wmc, 63 in "
40288,183,,184,2021-04-15,"3:17-cv-00454-wmc)  Order, (64 in 3:17-cv-00454-wmc)  Judgment, (66 in 3:17-cv-00454-wmc)  Motion to File an Amended Complaint.           (aom),(ps)"
47253,135,,136,2021-04-15,Motions Taken Under Advisement: [18]    Motion to Intervene <i></i>.           (rks)
44431,541,,542,2021-04-15,Motions Taken Under Advisement: [149]    Motion to Compel <i>Response to Interrogatory No. 18</i>.           (kwf)
47467,16,,17,2021-04-15,"Motions Taken Under Advisement: [3]   Motion for Leave to Proceed in forma pauperis.           (jef),(ps)"
38547,864,,865,2021-04-16,"Motions Taken Under Advisement: (135 in 3:17-cv-00843-jdp, 146 in 3:16-cv-00745-jdp, 129 in 3:17-cv-00946-jdp, 132 in 3:17-cv-00957-jdp, 132 in 3:17-cv-00611-jdp, 130 in 3:17-cv-00513-jdp, 224 in 3:16-cv-00406-jdp, 153 in 3:16-cv-00826-jdp)    Motion"
38547,864,,865,2021-04-16," for Status Conference    <i></i>.           Associated Cases: 3:16-cv-00406-jdp et al. (jef),(ps)"
39282,549,,550,2021-04-16,"Motions Taken Under Advisement: (135 in 3:17-cv-00843-jdp, 146 in 3:16-cv-00745-jdp, 129 in 3:17-cv-00946-jdp, 132 in 3:17-cv-00957-jdp, 132 in 3:17-cv-00611-jdp, 130 in 3:17-cv-00513-jdp, 224 in 3:16-cv-00406-jdp, 153 in 3:16-cv-00826-jdp)    Motion"
39282,549,,550,2021-04-16," for Status Conference    <i></i>.           Associated Cases: 3:16-cv-00406-jdp et al. (jef),(ps)"
39162,492,,493,2021-04-16,"Motions Taken Under Advisement: (135 in 3:17-cv-00843-jdp, 146 in 3:16-cv-00745-jdp, 129 in 3:17-cv-00946-jdp, 132 in 3:17-cv-00957-jdp, 132 in 3:17-cv-00611-jdp, 130 in 3:17-cv-00513-jdp, 224 in 3:16-cv-00406-jdp, 153 in 3:16-cv-00826-jdp)    Motion"
39162,492,,493,2021-04-16," for Status Conference    <i></i>.           Associated Cases: 3:16-cv-00406-jdp et al. (jef),(ps)"
41058,457,,458,2021-04-16,"Motions Taken Under Advisement: (135 in 3:17-cv-00843-jdp, 146 in 3:16-cv-00745-jdp, 129 in 3:17-cv-00946-jdp, 132 in 3:17-cv-00957-jdp, 132 in 3:17-cv-00611-jdp, 130 in 3:17-cv-00513-jdp, 224 in 3:16-cv-00406-jdp, 153 in 3:16-cv-00826-jdp)    Motion"
41058,457,,458,2021-04-16," for Status Conference    <i></i>.           Associated Cases: 3:16-cv-00406-jdp et al. (jef),(ps)"
41041,451,,452,2021-04-16,"Motions Taken Under Advisement: (135 in 3:17-cv-00843-jdp, 146 in 3:16-cv-00745-jdp, 129 in 3:17-cv-00946-jdp, 132 in 3:17-cv-00957-jdp, 132 in 3:17-cv-00611-jdp, 130 in 3:17-cv-00513-jdp, 224 in 3:16-cv-00406-jdp, 153 in 3:16-cv-00826-jdp)    Motion"
41041,451,,452,2021-04-16," for Status Conference    <i></i>.           Associated Cases: 3:16-cv-00406-jdp et al. (jef),(ps)"
40854,452,,453,2021-04-16,"Motions Taken Under Advisement: (135 in 3:17-cv-00843-jdp, 146 in 3:16-cv-00745-jdp, 129 in 3:17-cv-00946-jdp, 132 in 3:17-cv-00957-jdp, 132 in 3:17-cv-00611-jdp, 130 in 3:17-cv-00513-jdp, 224 in 3:16-cv-00406-jdp, 153 in 3:16-cv-00826-jdp)    Motion"
40854,452,,453,2021-04-16," for Status Conference    <i></i>.           Associated Cases: 3:16-cv-00406-jdp et al. (jef),(ps)"
40436,464,,465,2021-04-16,"Motions Taken Under Advisement: (135 in 3:17-cv-00843-jdp, 146 in 3:16-cv-00745-jdp, 129 in 3:17-cv-00946-jdp, 132 in 3:17-cv-00957-jdp, 132 in 3:17-cv-00611-jdp, 130 in 3:17-cv-00513-jdp, 224 in 3:16-cv-00406-jdp, 153 in 3:16-cv-00826-jdp)    Motion"
40436,464,,465,2021-04-16," for Status Conference    <i></i>.           Associated Cases: 3:16-cv-00406-jdp et al. (jef),(ps)"
40278,439,,440,2021-04-16,"Motions Taken Under Advisement: (135 in 3:17-cv-00843-jdp, 146 in 3:16-cv-00745-jdp, 129 in 3:17-cv-00946-jdp, 132 in 3:17-cv-00957-jdp, 132 in 3:17-cv-00611-jdp, 130 in 3:17-cv-00513-jdp, 224 in 3:16-cv-00406-jdp, 153 in 3:16-cv-00826-jdp)    Motion"
40278,439,,440,2021-04-16," for Status Conference    <i></i>.           Associated Cases: 3:16-cv-00406-jdp et al. (jef),(ps)"
47319,61,,62,2021-04-16,Motions Taken Under Advisement: [7]  Motion for Entry of Injunctive Relief.           (jls)
47356,149,,150,2021-04-16,Motions Taken Under Advisement: [54]  Stipulation on Plaintiff&#039;s Motion for Fair Labor Standards Act Conditional Certification.           (rks)
44216,44,,45,2021-04-16,"Motions Taken Under Advisement: [8]   Letter from Petitioner Michael Winkler requesting advice regarding his habeas petition.          (kmd),(ps)"
47363,54,,55,2021-04-16,"Motions Taken Under Advisement: [2]   Motion for Leave to Proceed in forma pauperis.           (aom),(ps)"
47438,26,,27,2021-04-16,"Motions Taken Under Advisement: [1]   Petition for Writ of Habeas Corpus - State.           (jef),(ps)"
47281,44,,45,2021-04-16,"Motions Taken Under Advisement: [5]  Letter regarding conflict of interest.           (jef),(ps)"
46327,86,,87,2021-04-16,"Motions Taken Under Advisement: [25]   Response to Order, [23]    Motion to Withdraw as Attorney.           (jef)"
47151,84,,85,2021-04-19,Motions Taken Under Advisement: [19]  Stipulated Motion for Protective Order.           (rks)
47253,140,,141,2021-04-19,Motions Taken Under Advisement: [32]    Motion for Leave to File <i>Reply to Plaintiffs&#039; Response to Motion to Intervene</i>.           (rks)
45407,50,,51,2021-04-19,"Motions Taken Under Advisement: [8]  Notice of Motion and Second Motion to Expedite Screening of Complaint.           (aom),(ps)"
47320,41,,42,2021-04-19,"Motions Taken Under Advisement: [6]   Letter requesting stay proceedings or voluntarily dismiss complaint.           (aom),(ps)"
46105,132,,133,2021-04-19,"Motions Taken Under Advisement: [32]   Motion to Appoint Expert.           (jef),(ps)"
47050,38,,39,2021-04-19,"Motions Taken Under Advisement: [10]   Proposed Amended Complaint.           (aom),(ps)"
46691,119,,120,2021-04-19,Motion Taken Under Advisement: [26]  Joint  Motion for Protective Order <i>by Defendant and</i>.           (voc)
42454,757,,758,2021-04-19,"Motions Taken Under Advisement: (92 in 3:18-cv-01008-wmc, 199 in 3:18-cv-00730-wmc)   Motion for Ruling on (126 in 3:18-cv-00730-wmc).           (jef),(ps)"
42995,329,,330,2021-04-19,"Motions Taken Under Advisement: (92 in 3:18-cv-01008-wmc, 199 in 3:18-cv-00730-wmc)   Motion for Ruling on (126 in 3:18-cv-00730-wmc).           (jef),(ps)"
44757,239,,240,2021-04-19,Motions Taken Under Advisement: [70]  Second  Motion to Supplement Brief in Opposition.           (arw)
45249,482,,483,2021-04-20,"Motions Taken Under Advisement: [142]  Unopposed  Motion for Extension of Time <i>for Husky Injection Molding, Inc. to Submit a Response to the Court&#039;s April 12, 2021 Order (Dkt. 138)</i>.           (rks)"
45123,299,,300,2021-04-20,Motions Taken Under Advisement: [68]    Motion for Leave to File <i>Reply in Support of Motion to Compel and Plaintiff&#039;s Reply in Support of Motion to Compel</i>  (<u>Sealed Document</u>).           (jls)
45150,108,,109,2021-04-20,Motions Taken Under Advisement: [26]    Motion to Compel.           (jls)
43530,265,,266,2021-04-20,"Motions Taken Under Advisement: [73]   Motion for Assistance in Recruiting Counsel.           (jef),(ps)"
44567,218,,219,2021-04-20,"Motions Taken Under Advisement: [55]  Motion to Voluntarily Dismiss Certain Claims and Defendants, [54]   Motion for Late Filing For Cause.           (jef),(ps)"
47164,86,,87,2021-04-20,Motions Taken Under Advisement: [3]  ORDER Regarding Jurisdiction.            (lak)
47423,30,,31,2021-04-20,"Motion Taken Under Advisement: [2]   Motion for Leave to Proceed in forma pauperis.           (kmd),(ps)"
47374,56,,57,2021-04-20,"Motion Taken Under Advisement: [9]   Motion for Leave to Proceed in forma pauperis.           (kmd),(ps)"
42564,140,,141,2021-04-20,"Motions Taken Under Advisement: [35]  Second  Motion to Stay  Expert Disclosure Deadline</i>.           (jef),(ps)"
42694,383,,384,2021-04-20,"Motions Taken Under Advisement: [97]    Motion to Stay   <i>Case Deadlines</i>.           (jef),(ps)"
45411,171,,172,2021-04-20,"Motions Taken Under Advisement: [46]    Motion to Stay   <i>Case Deadlines</i>.           (jef),(ps)"
47420,23,,24,2021-04-20,Duplicate. (jef).
47322,28,,29,2021-04-20,"Motions Taken Under Advisement: [2]   Motion for Leave to Proceed in forma pauperis.           (jef),(ps)"
47446,30,,31,2021-04-20,"Motions Taken Under Advisement: [2]   Motion for Leave to Proceed in forma pauperis.           (jef),(ps)"
38547,875,,876,2021-04-20,"Motions Taken Under Advisement: (148 in 3:16-cv-00745-jdp, 134 in 3:17-cv-00957-jdp, 226 in 3:16-cv-00406-jdp, 137 in 3:17-cv-00843-jdp, 155 in 3:16-cv-00826-jdp, 134 in 3:17-cv-00611-jdp, 131 in 3:17-cv-00946-jdp, 132 in 3:17-cv-00513-jdp)    Motion"
38547,875,,876,2021-04-20," to Withdraw as Attorney<i></i>.           Associated Cases: 3:16-cv-00406-jdp et al. (jef),(ps)"
39282,560,,561,2021-04-20,"Motions Taken Under Advisement: (148 in 3:16-cv-00745-jdp, 134 in 3:17-cv-00957-jdp, 226 in 3:16-cv-00406-jdp, 137 in 3:17-cv-00843-jdp, 155 in 3:16-cv-00826-jdp, 134 in 3:17-cv-00611-jdp, 131 in 3:17-cv-00946-jdp, 132 in 3:17-cv-00513-jdp)    Motion"
39282,560,,561,2021-04-20," to Withdraw as Attorney<i></i>.           Associated Cases: 3:16-cv-00406-jdp et al. (jef),(ps)"
39162,503,,504,2021-04-20,"Motions Taken Under Advisement: (148 in 3:16-cv-00745-jdp, 134 in 3:17-cv-00957-jdp, 226 in 3:16-cv-00406-jdp, 137 in 3:17-cv-00843-jdp, 155 in 3:16-cv-00826-jdp, 134 in 3:17-cv-00611-jdp, 131 in 3:17-cv-00946-jdp, 132 in 3:17-cv-00513-jdp)    Motion"
39162,503,,504,2021-04-20," to Withdraw as Attorney<i></i>.           Associated Cases: 3:16-cv-00406-jdp et al. (jef),(ps)"
41058,468,,469,2021-04-20,"Motions Taken Under Advisement: (148 in 3:16-cv-00745-jdp, 134 in 3:17-cv-00957-jdp, 226 in 3:16-cv-00406-jdp, 137 in 3:17-cv-00843-jdp, 155 in 3:16-cv-00826-jdp, 134 in 3:17-cv-00611-jdp, 131 in 3:17-cv-00946-jdp, 132 in 3:17-cv-00513-jdp)    Motion"
41058,468,,469,2021-04-20," to Withdraw as Attorney<i></i>.           Associated Cases: 3:16-cv-00406-jdp et al. (jef),(ps)"
41041,462,,463,2021-04-20,"Motions Taken Under Advisement: (148 in 3:16-cv-00745-jdp, 134 in 3:17-cv-00957-jdp, 226 in 3:16-cv-00406-jdp, 137 in 3:17-cv-00843-jdp, 155 in 3:16-cv-00826-jdp, 134 in 3:17-cv-00611-jdp, 131 in 3:17-cv-00946-jdp, 132 in 3:17-cv-00513-jdp)    Motion"
41041,462,,463,2021-04-20," to Withdraw as Attorney<i></i>.           Associated Cases: 3:16-cv-00406-jdp et al. (jef),(ps)"
40854,463,,464,2021-04-20,"Motions Taken Under Advisement: (148 in 3:16-cv-00745-jdp, 134 in 3:17-cv-00957-jdp, 226 in 3:16-cv-00406-jdp, 137 in 3:17-cv-00843-jdp, 155 in 3:16-cv-00826-jdp, 134 in 3:17-cv-00611-jdp, 131 in 3:17-cv-00946-jdp, 132 in 3:17-cv-00513-jdp)    Motion"
40854,463,,464,2021-04-20," to Withdraw as Attorney<i></i>.           Associated Cases: 3:16-cv-00406-jdp et al. (jef),(ps)"
40436,475,,476,2021-04-20,"Motions Taken Under Advisement: (148 in 3:16-cv-00745-jdp, 134 in 3:17-cv-00957-jdp, 226 in 3:16-cv-00406-jdp, 137 in 3:17-cv-00843-jdp, 155 in 3:16-cv-00826-jdp, 134 in 3:17-cv-00611-jdp, 131 in 3:17-cv-00946-jdp, 132 in 3:17-cv-00513-jdp)    Motion"
40436,475,,476,2021-04-20," to Withdraw as Attorney<i></i>.           Associated Cases: 3:16-cv-00406-jdp et al. (jef),(ps)"
40278,450,,451,2021-04-20,"Motions Taken Under Advisement: (148 in 3:16-cv-00745-jdp, 134 in 3:17-cv-00957-jdp, 226 in 3:16-cv-00406-jdp, 137 in 3:17-cv-00843-jdp, 155 in 3:16-cv-00826-jdp, 134 in 3:17-cv-00611-jdp, 131 in 3:17-cv-00946-jdp, 132 in 3:17-cv-00513-jdp)    Motion"
40278,450,,451,2021-04-20," to Withdraw as Attorney<i></i>.           Associated Cases: 3:16-cv-00406-jdp et al. (jef),(ps)"
47420,26,,27,2021-04-20,"Motions Taken Under Advisement: [2]   Motion for Leave to Proceed in forma pauperis.           (jef),(ps)"
39728,792,,793,2021-04-20,"Motions Taken Under Advisement: [187]   Motion for Reconsideration   re [185]  Judgment, [184]  Order.           (jef),(ps)"
46482,121,,122,2021-04-21,Motions Taken Under Advisement: [32]    Motion for Relief from Judgment <i>and for Leave to File Amended Complaint</i>.           (jls)
44660,460,,461,2021-04-21,"Motions Taken Under Advisement: [124]    Motion to Declare Case Exceptional and for an Award of Attorney&#039;s Fees, Expert Fees and Non-Taxable Costs    <i></i>.           (rks)"
47075,51,,52,2021-04-21,Motions Taken Under Advisement: [12]  Joint  Motion for Protective Order <i>( Stipulated)</i>.           (lak)
40141,261,,262,2021-04-21,"Motions Taken Under Advisement: [68]  Letter requesting appointment of counsel.           (aom),(ps)"
41688,86,,87,2021-04-22,Motions Taken Under Advisement: [19]    Motion for Attorney Fees.           (jls)
42180,87,,88,2021-04-22,Motions Taken Under Advisement: [25]    Motion for Attorney Fees <i></i>.           (rks)
44431,570,,571,2021-04-22,Motion Taken Under Advisement: [151]    Motion to Compel <i> Interrogatory Responses</i>  (<u>Sealed Document</u>).           (voc)
47384,16,,17,2021-04-22,"Motions Taken Under Advisement: [2]   Motion for Leave to Proceed in forma pauperis.           (aom),(ps)"
46672,45,,46,2021-04-22,"Motion Taken Under Advisement: [8]   Motion for Assistance in Recruiting Counsel.           (kmd),(ps)"
44747,256,,257,2021-04-22,"Motions Taken Under Advisement: [76]  Motion for Appointment of Counsel.           (aom),(ps)"
46105,143,,144,2021-04-22,"Motions Taken Under Advisement: [35]  Motion for Subpoena Duces Tecum.           (jef),(ps)"
45392,145,,146,2021-04-22,Motion Taken Under Advisement: [39]    Motion for Leave to File <i>Supplemental Expert Disclosure</i>.           (voc)
43027,536,,537,2021-04-22,"Motions Taken Under Advisement: [142]  Joint  Motion to Modify the Scheduling Order.           (jef),(ps)"
36326,775,,776,2021-04-23,"Motions Taken Under Advisement: [252]    Motion to Take Deposition  from Douglas C. Gula, D.O.           (jls)"
47253,150,,151,2021-04-23,"Motions Taken Under Advisement: [33]    Motion for Leave to File <i>Reply Brief</i>, [34]    Motion for Leave to File <i></i>.           (rks)"
46682,96,,97,2021-04-23,"Motions Taken Under Advisement: [20]   Motion Requesting the Court for Leave to Amend his Civil Complaint, [21]   Proposed Amended Complaint, [22]   Motion for Extension of Time.           (aom),(ps)"
47093,43,,44,2021-04-23,"Motions Taken Under Advisement: [5]  Motion for Appointment of Counsel.           (aom),(ps)"
43456,221,,222,2021-04-23,"Motions Taken Under Advisement: [57]    MOTION FOR SUMMARY JUDGMENT: No Brief in Opposition filed by the 04/12/2021 deadline.          (jef),(ps)"
46148,242,,243,2021-04-23,"Motions Taken Under Advisement: [58]  Motion to Obtain Counsel.           (aom),(ps)"
43112,503,,504,2021-04-23,"Motions Taken Under Advisement: [132]    Motion for Rule 37(b)(2) Sanctions; Brief in Opposition filed at dkt. [133].           (jef),(ps)"
47311,24,,25,2021-04-23,"Motion Taken Under Advisement: [3]   Motion for Leave to Proceed in forma pauperis.           (kmd),(ps)"
40884,1006,,1007,2021-04-23,"Motions Taken Under Advisement: [229]   Motion for Extension of Time.           (jef),(ps)"
39716,182,,183,2021-04-23,"Motions Taken Under Advisement: [53]    Motion to Stay   <i>Case or for New Scheduling Order</i>.           (jef),(ps)"
44821,116,,117,2021-04-23,"Motions Taken Under Advisement: [16]    MOTION FOR SUMMARY JUDGMENT <i></i>. Brief in Opposition not filed by deadline of04/09/2021.            (kmd),(ps)"
47390,38,,39,2021-04-23,"Motions Taken Under Advisement: [3]   Motion to Certify Class under Rule 23, [2]   Motion for Leave to Proceed in forma pauperis.           (aom),(ps)"
47488,23,,24,2021-04-23,disregard. (aom)
45703,179,,180,2021-04-23,"Motions Taken Under Advisement: [44]    Motion to Compel <i>Plaintiff to Sign Authorization to Release Medical Records</i> and  [46]    MOTION TO DISMISS <i>for Failure to Prosecute</i>.             (kmd),(ps)"
47488,30,,31,2021-04-23,"Motions Taken Under Advisement: PLRA Screening.           (aom),(ps)"
43009,299,,300,2021-04-23,"Motions Taken Under Advisement: [87]  Motion to Supplement.           (jef),(ps)"
44431,585,,586,2021-04-26,Motions Taken Under Advisement: [161] Motion to Extend Dispositive Motions Deadline.           (kwf)
47285,33,,34,2021-04-26,Motions Taken Under Advisement: [6]  Consent  Motion for Extension of Time to File Answer  re [1]  Complaint.           (rks)
45104,693,,694,2021-04-26,"Motions Taken Under Advisement: [163]   Motion for Order, [164]   Motion for Order.           (aom),(ps)"
45175,218,,219,2021-04-26,Motion Taken Under Advisement: [51]    Motion to Amend Briefing Schedule <i></i>.           (voc)
44616,118,,119,2021-04-26,Motions Taken Under Advisement: [27]  Unopposed  Motion for Attorney Fees <i>and Class Counsel&#039;s Costs</i>.           (jls)
40060,452,,453,2021-04-26,"Motions Taken Under Advisement: [121]   Motion for Clarify.           (aom),(ps)"
47578,16,,17,2021-04-26,"Motions Taken Under Advisement: [2]   Motion for Leave to Proceed in forma pauperis.           (aom),(ps)"
39141,668,,669,2021-04-26,"Motions Taken Under Advisement: [189]   Motion for Assistance in Recruiting Counsel.           (jef),(ps)"
46580,143,,144,2021-04-26,"Motions Taken Under Advisement: [29]  Motion for Preliminary Injunctive Relief to not be housed at Sawyer County Jail.           (jef),(ps)"
46103,87,,88,2021-04-27,Motions Taken Under Advisement: [23]    Motion for Attorney Fees under the EAJA. Letter stating no opposition filed.           (kwf)
45027,382,,383,2021-04-27,Motions Taken Under Advisement: [108]    Motion for Leave to File <i>Sur-Reply</i>.           (rks)
45196,73,,74,2021-04-27,Motions Taken Under Advisement: [22]  Second  Motion for Extension of Time <i>Joint Motion</i>.           (rks)
47310,53,,54,2021-04-27,Motions Taken Under Advisement: [16]  Unopposed  Motion for Extension of Time to File Answer  re [1]  Complaint.           (rks)
47574,17,,18,2021-04-27,"Motions Taken Under Advisement: [1]   Petition for Writ of Habeas Corpus - Federal.           (jef),(ps)"
47364,56,,57,2021-04-27,"Motions Taken Under Advisement: [2]   Motion for Leave to Proceed in forma pauperis.           (jef),(ps)"
43977,274,,275,2021-04-27,"Motions Taken Under Advisement: [45]    MOTION FOR SUMMARY JUDGMENT <i>on Plaintiff&#039;s Failure to Exhaust Administrative Remedies</i>.           (jef),(ps)"
